,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Playing Time,Playing Time,Playing Time,Playing Time,Progression,Progression,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,season
95,52.1,88.5,36.4,56.1,0.84,2.18,2.13,1.29,1.34,1.37,2.33,0.96,1.48,2.43,32,4.0,55.0,83,49,51,2,5,38.0,38,3420,418,628.0,1335.0,Southampton,25,25.9,48.9,2019-2020
96,44.7,77.3,32.6,47.9,1.03,2.5,2.42,1.39,1.47,1.18,2.03,0.86,1.26,2.12,39,3.0,84.0,95,53,56,3,4,38.0,38,3420,418,768.0,1410.0,Tottenham,29,26.7,52.0,2019-2020
97,42.6,74.0,31.4,48.9,0.55,1.47,1.29,0.74,0.92,1.12,1.95,0.83,1.29,2.11,21,3.0,80.0,56,28,35,7,8,38.0,38,3420,418,578.0,1168.0,Watford,26,28.9,42.9,2019-2020
98,45.4,82.2,36.7,48.6,0.95,2.24,2.13,1.18,1.29,1.2,2.16,0.97,1.28,2.24,36,1.0,64.0,85,45,49,4,4,38.0,38,3420,418,666.0,1377.0,West Ham,29,27.4,44.1,2019-2020
99,51.0,88.5,37.5,54.1,0.89,2.18,2.08,1.18,1.29,1.34,2.33,0.99,1.42,2.41,34,2.0,61.0,83,45,49,4,4,38.0,38,3420,418,858.0,1338.0,Wolves,21,26.6,48.3,2019-2020
100,56.0,102.7,46.7,60.1,1.37,3.18,3.08,1.71,1.82,1.47,2.7,1.23,1.58,2.81,52,2.0,73.0,121,65,69,4,5,38.0,38,3420,418,868.0,1874.0,Arsenal,28,26.7,58.1,2018-2019
101,46.2,85.0,38.8,53.3,1.13,2.58,2.39,1.26,1.45,1.22,2.24,1.02,1.4,2.42,43,1.0,60.0,98,48,55,7,9,38.0,38,3420,418,738.0,1435.0,Bournemouth,28,26.6,46.9,2018-2019
102,30.7,55.2,24.5,35.3,0.63,1.55,1.42,0.79,0.92,0.81,1.45,0.64,0.93,1.57,24,4.0,61.0,59,30,35,5,6,38.0,38,3420,418,475.0,1150.0,Brighton,21,27.4,42.4,2018-2019
103,42.8,74.0,31.2,44.4,0.84,1.97,1.92,1.08,1.13,1.13,1.95,0.82,1.17,1.99,32,1.0,75.0,75,41,43,2,2,38.0,38,3420,418,421.0,1032.0,Burnley,23,28.0,41.2,2018-2019
104,39.2,66.8,27.6,42.4,0.53,1.39,1.32,0.79,0.87,1.03,1.76,0.73,1.11,1.84,20,1.0,66.0,53,30,33,3,4,38.0,38,3420,418,434.0,918.0,Cardiff City,25,27.7,35.4,2018-2019
105,54.6,99.6,44.9,58.6,1.37,2.97,2.84,1.47,1.61,1.44,2.62,1.18,1.54,2.72,52,0.0,49.0,113,56,61,5,5,38.0,38,3420,418,1058.0,2155.0,Chelsea,24,27.3,62.9,2018-2019
106,39.2,68.7,29.5,47.6,0.87,2.13,1.87,1.0,1.26,1.03,1.81,0.78,1.25,2.03,33,2.0,58.0,81,38,48,10,11,38.0,38,3420,418,771.0,1458.0,Crystal Palace,26,27.4,45.2,2018-2019
107,45.7,79.4,33.7,49.7,0.89,2.29,2.24,1.34,1.39,1.2,2.09,0.89,1.31,2.19,34,4.0,56.0,87,51,53,2,5,38.0,38,3420,418,697.0,1581.0,Everton,23,25.7,51.5,2018-2019
108,39.0,69.0,30.0,41.3,0.63,1.5,1.45,0.82,0.87,1.03,1.82,0.79,1.09,1.88,24,2.0,70.0,57,31,33,2,3,38.0,38,3420,418,628.0,1487.0,Fulham,28,26.0,48.8,2018-2019
109,28.0,47.9,19.9,28.8,0.34,0.89,0.87,0.53,0.55,0.74,1.26,0.52,0.76,1.28,13,4.0,56.0,34,20,21,1,1,38.0,38,3420,418,601.0,1248.0,Huddersfield,31,26.2,47.2,2018-2019
110,47.3,84.9,37.6,52.4,0.89,2.16,2.03,1.13,1.26,1.24,2.23,0.99,1.38,2.37,34,5.0,60.0,82,43,48,5,7,38.0,38,3420,418,752.0,1537.0,Leicester City,25,25.9,50.9,2018-2019
111,68.4,118.2,49.8,73.7,1.45,3.71,3.53,2.08,2.26,1.8,3.11,1.31,1.94,3.25,55,2.0,39.0,141,79,86,7,7,38.0,38,3420,418,857.0,2008.0,Liverpool,23,26.1,61.8,2018-2019
112,81.3,146.7,65.5,84.3,1.87,4.26,4.18,2.32,2.39,2.14,3.86,1.72,2.22,3.94,71,1.0,44.0,162,88,91,3,4,38.0,38,3420,418,1325.0,2429.0,Manchester City,21,26.7,67.9,2018-2019
113,52.0,91.6,39.6,61.4,1.05,2.76,2.53,1.47,1.71,1.37,2.41,1.04,1.62,2.66,40,4.0,75.0,105,56,65,9,12,38.0,38,3420,418,801.0,1668.0,Manchester Utd,28,26.3,54.7,2018-2019
114,36.7,64.1,27.4,39.1,0.87,1.95,1.92,1.05,1.08,0.97,1.69,0.72,1.03,1.75,33,2.0,57.0,74,40,41,1,3,38.0,38,3420,418,467.0,985.0,Newcastle Utd,24,26.9,40.4,2018-2019
115,43.4,72.7,29.3,46.9,0.71,1.87,1.76,1.05,1.16,1.14,1.91,0.77,1.23,2.0,27,3.0,73.0,71,40,44,4,5,38.0,38,3420,418,603.0,1333.0,Southampton,30,25.4,43.4,2018-2019
116,51.8,90.9,39.1,54.9,1.24,2.97,2.87,1.63,1.74,1.36,2.39,1.03,1.44,2.47,47,3.0,57.0,113,62,66,4,4,38.0,38,3420,418,840.0,1744.0,Tottenham,28,26.8,59.0,2018-2019
117,47.5,82.3,34.8,48.2,1.03,2.37,2.34,1.32,1.34,1.25,2.17,0.92,1.27,2.19,39,4.0,79.0,90,50,51,1,1,38.0,38,3420,418,588.0,1294.0,Watford,25,28.5,46.7,2018-2019
118,43.8,77.9,34.1,47.6,0.87,2.21,2.08,1.21,1.34,1.15,2.05,0.9,1.25,2.15,33,1.0,59.0,84,46,51,5,5,38.0,38,3420,418,731.0,1478.0,West Ham,26,27.6,48.6,2018-2019
119,49.0,88.4,39.4,52.1,0.92,2.13,2.03,1.11,1.21,1.29,2.33,1.04,1.37,2.41,35,1.0,73.0,81,42,46,4,4,38.0,38,3420,418,743.0,1350.0,Wolves,21,26.1,46.8,2018-2019
120,64.3,117.6,53.3,68.3,1.61,3.53,3.42,1.82,1.92,1.69,3.1,1.4,1.8,3.2,61,,,134,69,73,4,5,38.0,38,3420,418,915.0,2223.0,Arsenal,30,26.8,61.4,2017-2018
121,36.4,65.5,29.1,38.8,0.95,2.13,2.05,1.11,1.18,0.96,1.72,0.77,1.02,1.79,36,,,81,42,45,3,3,38.0,38,3420,418,702.0,1526.0,Bournemouth,22,26.9,48.1,2017-2018
122,31.8,58.0,26.2,37.0,0.66,1.53,1.39,0.74,0.87,0.84,1.53,0.69,0.97,1.66,25,,,58,28,33,5,7,38.0,38,3420,418,523.0,1230.0,Brighton,24,27.5,43.7,2017-2018
123,32.3,55.9,23.6,32.3,0.68,1.61,1.61,0.92,0.92,0.85,1.47,0.62,0.85,1.47,26,,,61,35,35,0,0,38.0,38,3420,418,431.0,1103.0,Burnley,24,27.5,43.7,2017-2018
124,52.0,93.5,41.5,54.4,1.11,2.68,2.61,1.5,1.58,1.37,2.46,1.09,1.43,2.52,42,,,102,57,60,3,3,38.0,38,3420,418,1045.0,1998.0,Chelsea,26,26.7,55.6,2017-2018
125,45.9,79.2,33.3,53.5,0.68,1.84,1.63,0.95,1.16,1.21,2.08,0.88,1.41,2.28,26,,,70,36,44,8,10,38.0,38,3420,418,727.0,1308.0,Crystal Palace,28,27.1,45.2,2017-2018
126,34.1,58.8,24.7,40.5,0.68,1.79,1.66,0.97,1.11,0.9,1.55,0.65,1.07,1.71,26,,,68,37,42,5,8,38.0,38,3420,418,477.0,1161.0,Everton,30,26.7,45.5,2017-2018
127,29.8,53.5,23.7,31.3,0.5,1.16,1.11,0.61,0.66,0.78,1.41,0.62,0.82,1.45,19,,,44,23,25,2,2,38.0,38,3420,418,627.0,1210.0,Huddersfield,25,26.4,45.7,2017-2018
128,45.3,80.2,34.9,50.0,1.0,2.39,2.26,1.26,1.39,1.19,2.11,0.92,1.32,2.24,38,,,91,48,53,5,6,38.0,38,3420,418,655.0,1271.0,Leicester City,27,27.2,48.0,2017-2018
129,70.6,123.3,52.7,72.9,1.53,3.68,3.63,2.11,2.16,1.86,3.24,1.39,1.92,3.31,58,,,140,80,82,2,3,38.0,38,3420,418,982.0,2236.0,Liverpool,27,25.6,60.3,2017-2018
130,72.7,130.6,57.9,78.6,2.24,4.95,4.79,2.55,2.71,1.91,3.44,1.52,2.07,3.59,85,,,188,97,103,6,8,38.0,38,3420,418,1308.0,2570.0,Manchester City,25,26.4,71.0,2017-2018
131,53.3,93.8,40.5,55.7,1.39,3.16,3.13,1.74,1.76,1.4,2.47,1.07,1.47,2.53,53,,,120,66,67,1,3,38.0,38,3420,418,920.0,1564.0,Manchester Utd,27,26.7,54.7,2017-2018
132,40.9,72.9,32.1,41.6,0.76,1.76,1.76,1.0,1.0,1.08,1.92,0.84,1.1,1.94,29,,,67,38,38,0,1,38.0,38,3420,418,548.0,1145.0,Newcastle Utd,27,25.6,41.7,2017-2018
133,37.6,67.0,29.5,39.9,0.61,1.55,1.47,0.87,0.95,0.99,1.76,0.78,1.05,1.83,23,,,59,33,36,3,3,38.0,38,3420,418,694.0,1609.0,Southampton,26,26.2,51.3,2017-2018
134,34.1,61.4,27.4,36.5,0.74,1.63,1.63,0.89,0.89,0.9,1.62,0.72,0.96,1.68,28,,,62,34,34,0,3,38.0,38,3420,418,477.0,1150.0,Stoke City,30,27.5,41.4,2017-2018
135,30.8,51.0,20.2,31.6,0.53,1.24,1.21,0.68,0.71,0.81,1.34,0.53,0.83,1.36,20,,,47,26,27,1,1,38.0,38,3420,418,596.0,1194.0,Swansea City,26,27.2,45.3,2017-2018
136,62.3,111.3,49.0,64.7,1.34,3.18,3.13,1.79,1.84,1.64,2.93,1.29,1.7,2.99,51,,,121,68,70,2,3,38.0,38,3420,418,862.0,2249.0,Tottenham,25,25.8,61.8,2017-2018
137,40.2,69.4,29.2,45.0,0.71,1.82,1.74,1.03,1.11,1.06,1.83,0.77,1.19,1.95,27,,,69,39,42,3,6,38.0,38,3420,418,647.0,1455.0,Watford,29,27.9,49.7,2017-2018
138,35.7,61.6,25.9,36.5,0.63,1.45,1.42,0.79,0.82,0.94,1.62,0.68,0.96,1.64,24,,,55,30,31,1,1,38.0,38,3420,418,507.0,1106.0,West Brom,24,29.1,40.7,2017-2018
139,33.6,58.4,24.9,36.7,0.76,2.03,1.97,1.21,1.26,0.88,1.54,0.65,0.97,1.62,29,,,77,46,48,2,4,38.0,38,3420,418,523.0,1179.0,West Ham,27,28.0,45.2,2017-2018
140,,,,,1.45,3.37,3.26,1.82,1.92,,,,,,55,0.0,0.0,128,69,73,4,6,38.0,38,3420,418,,,Arsenal,29,26.9,58.9,2016-2017
141,,,,,0.87,2.26,2.08,1.21,1.39,,,,,,33,2.0,0.0,86,46,53,7,10,38.0,38,3420,418,,,Bournemouth,27,27.0,51.5,2016-2017
142,,,,,0.63,1.66,1.5,0.87,1.03,,,,,,24,1.0,0.0,63,33,39,6,6,38.0,38,3420,418,,,Burnley,27,27.7,40.3,2016-2017
143,,,,,1.39,3.58,3.53,2.13,2.18,,,,,,53,0.0,0.0,136,81,83,2,4,38.0,38,3420,418,,,Chelsea,24,27.2,55.1,2016-2017
144,,,,,0.84,2.11,2.0,1.16,1.26,,,,,,32,0.0,0.0,80,44,48,4,7,38.0,38,3420,418,,,Crystal Palace,31,27.7,45.4,2016-2017
145,,,,,1.18,2.71,2.63,1.45,1.53,,,,,,45,1.0,0.0,103,55,58,3,4,38.0,38,3420,418,,,Everton,27,27.5,52.1,2016-2017
146,,,,,0.63,1.58,1.5,0.87,0.95,,,,,,24,0.0,0.0,60,33,36,3,3,38.0,38,3420,418,,,Hull City,28,27.4,45.9,2016-2017
147,,,,,0.84,2.05,1.95,1.11,1.21,,,,,,32,0.0,0.0,78,42,46,4,6,38.0,38,3420,418,,,Leicester City,25,27.8,41.9,2016-2017
148,,,,,1.37,3.39,3.21,1.84,2.03,,,,,,52,0.0,0.0,129,70,77,7,8,38.0,38,3420,418,,,Liverpool,23,26.1,62.0,2016-2017
149,,,,,1.42,3.39,3.21,1.79,1.97,,,,,,54,0.0,0.0,129,68,75,7,9,38.0,38,3420,418,,,Manchester City,25,28.5,65.0,2016-2017
150,,,,,0.97,2.39,2.32,1.34,1.42,,,,,,37,1.0,0.0,91,51,54,3,4,38.0,38,3420,418,,,Manchester Utd,31,26.7,56.5,2016-2017
151,,,,,0.58,1.26,1.21,0.63,0.68,,,,,,22,1.0,0.0,48,24,26,2,2,38.0,38,3420,418,,,Middlesbrough,27,27.3,47.3,2016-2017
152,,,,,0.71,1.74,1.66,0.95,1.03,,,,,,27,1.0,0.0,66,36,39,3,6,38.0,38,3420,418,,,Southampton,26,26.0,54.4,2016-2017
153,,,,,0.63,1.61,1.5,0.87,0.97,,,,,,24,1.0,0.0,61,33,37,4,6,38.0,38,3420,418,,,Stoke City,26,28.7,46.3,2016-2017
154,,,,,0.29,1.03,0.89,0.61,0.74,,,,,,11,3.0,0.0,39,23,28,5,5,38.0,38,3420,418,,,Sunderland,31,26.8,39.7,2016-2017
155,,,,,0.82,2.0,1.92,1.11,1.18,,,,,,31,0.0,0.0,76,42,45,3,3,38.0,38,3420,418,,,Swansea City,27,27.4,47.9,2016-2017
156,,,,,1.55,3.76,3.58,2.03,2.21,,,,,,59,0.0,0.0,143,77,84,7,9,38.0,38,3420,418,,,Tottenham,24,25.3,60.5,2016-2017
157,,,,,0.71,1.74,1.66,0.95,1.03,,,,,,27,3.0,0.0,66,36,39,3,3,38.0,38,3420,418,,,Watford,33,29.0,46.1,2016-2017
158,,,,,0.87,2.0,1.97,1.11,1.13,,,,,,33,0.0,0.0,76,42,43,1,1,38.0,38,3420,418,,,West Brom,23,29.4,37.3,2016-2017
159,,,,,0.74,1.95,1.87,1.13,1.21,,,,,,28,4.0,0.0,74,43,46,3,4,38.0,38,3420,418,,,West Ham,29,27.1,47.1,2016-2017
160,,,,,1.39,3.03,3.0,1.61,1.63,,,,,,53,0.0,0.0,115,61,62,1,2,38.0,38,3420,418,,,Arsenal,25,27.0,58.3,2015-2016
161,,,,,0.5,1.13,1.08,0.58,0.63,,,,,,19,0.0,0.0,43,22,24,2,2,38.0,38,3420,418,,,Aston Villa,29,26.6,46.4,2015-2016
162,,,,,0.74,1.87,1.79,1.05,1.13,,,,,,28,0.0,0.0,71,40,43,3,4,38.0,38,3420,418,,,Bournemouth,28,27.7,51.2,2015-2016
163,,,,,1.05,2.5,2.39,1.34,1.45,,,,,,40,0.0,0.0,95,51,55,4,5,38.0,38,3420,418,,,Chelsea,28,26.8,56.2,2015-2016
164,,,,,0.55,1.55,1.45,0.89,1.0,,,,,,21,0.0,0.0,59,34,38,4,5,38.0,38,3420,418,,,Crystal Palace,30,27.7,45.8,2015-2016
165,,,,,1.16,2.63,2.53,1.37,1.47,,,,,,44,0.0,0.0,100,52,56,4,5,38.0,38,3420,418,,,Everton,31,26.5,51.9,2015-2016
166,,,,,1.13,2.92,2.66,1.53,1.79,,,,,,43,0.0,0.0,111,58,68,10,13,38.0,38,3420,418,,,Leicester City,23,27.7,42.6,2015-2016
167,,,,,1.32,2.95,2.89,1.58,1.63,,,,,,50,0.0,0.0,112,60,62,2,2,38.0,38,3420,418,,,Liverpool,34,25.2,57.2,2015-2016
168,,,,,1.39,3.26,3.13,1.74,1.87,,,,,,53,0.0,0.0,124,66,71,5,8,38.0,38,3420,418,,,Manchester City,25,28.3,56.9,2015-2016
169,,,,,0.82,2.03,1.95,1.13,1.21,,,,,,31,0.0,0.0,77,43,46,3,3,38.0,38,3420,418,,,Manchester Utd,33,25.6,58.5,2015-2016
170,,,,,0.89,2.03,1.95,1.05,1.13,,,,,,34,0.0,0.0,77,40,43,3,3,38.0,38,3420,418,,,Newcastle Utd,31,25.4,46.6,2015-2016
171,,,,,0.71,1.71,1.68,0.97,1.0,,,,,,27,0.0,0.0,65,37,38,1,1,38.0,38,3420,418,,,Norwich City,28,27.7,46.0,2015-2016
172,,,,,1.18,2.71,2.63,1.45,1.53,,,,,,45,0.0,0.0,103,55,58,3,4,38.0,38,3420,418,,,Southampton,26,26.4,49.2,2015-2016
173,,,,,0.76,1.82,1.68,0.92,1.05,,,,,,29,0.0,0.0,69,35,40,5,5,38.0,38,3420,418,,,Stoke City,27,27.4,49.7,2015-2016
174,,,,,0.79,1.95,1.87,1.08,1.16,,,,,,30,0.0,0.0,74,41,44,3,3,38.0,38,3420,418,,,Sunderland,31,27.3,41.0,2015-2016
175,,,,,0.66,1.74,1.61,0.95,1.08,,,,,,25,0.0,0.0,66,36,41,5,5,38.0,38,3420,418,,,Swansea City,27,27.6,52.5,2015-2016
176,,,,,1.32,3.11,2.97,1.66,1.79,,,,,,50,0.0,0.0,118,63,68,5,5,38.0,38,3420,418,,,Tottenham,24,24.5,57.4,2015-2016
177,,,,,0.47,1.47,1.32,0.84,1.0,,,,,,18,0.0,0.0,56,32,38,6,7,38.0,38,3420,418,,,Watford,25,28.2,45.1,2015-2016
178,,,,,0.66,1.5,1.47,0.82,0.84,,,,,,25,0.0,0.0,57,31,32,1,5,38.0,38,3420,418,,,West Brom,28,29.1,39.8,2015-2016
179,,,,,1.0,2.68,2.58,1.58,1.68,,,,,,38,0.0,0.0,102,60,64,4,4,38.0,38,3420,418,,,West Ham,28,26.6,48.4,2015-2016
180,,,,,1.24,3.05,2.89,1.66,1.82,,,,,,47,0.0,0.0,116,63,69,6,7,38.0,38,3420,418,,,Arsenal,29,26.1,56.6,2014-2015
181,,,,,0.61,1.42,1.39,0.79,0.82,,,,,,23,0.0,0.0,54,30,31,1,1,38.0,38,3420,418,,,Aston Villa,27,26.3,49.0,2014-2015
182,,,,,0.58,1.29,1.26,0.68,0.71,,,,,,22,0.0,0.0,49,26,27,1,2,38.0,38,3420,418,,,Burnley,24,27.2,42.5,2014-2015
183,,,,,1.55,3.45,3.34,1.79,1.89,,,,,,59,0.0,0.0,131,68,72,4,5,38.0,38,3420,418,,,Chelsea,25,27.0,55.9,2014-2015
184,,,,,0.71,1.92,1.79,1.08,1.21,,,,,,27,0.0,0.0,73,41,46,5,7,38.0,38,3420,418,,,Crystal Palace,30,27.8,40.4,2014-2015
185,,,,,0.82,2.05,1.95,1.13,1.24,,,,,,31,0.0,0.0,78,43,47,4,7,38.0,38,3420,418,,,Everton,28,27.9,54.7,2014-2015
186,,,,,0.58,1.42,1.39,0.82,0.84,,,,,,22,0.0,0.0,54,31,32,1,1,38.0,38,3420,418,,,Hull City,29,27.4,44.2,2014-2015
187,,,,,0.76,1.95,1.87,1.11,1.18,,,,,,29,0.0,0.0,74,42,45,3,3,38.0,38,3420,418,,,Leicester City,28,27.9,43.5,2014-2015
188,,,,,0.79,2.05,1.92,1.13,1.26,,,,,,30,0.0,0.0,78,43,48,5,6,38.0,38,3420,418,,,Liverpool,25,25.2,55.8,2014-2015
189,,,,,1.61,3.76,3.58,1.97,2.16,,,,,,61,0.0,0.0,143,75,82,7,8,38.0,38,3420,418,,,Manchester City,24,28.6,59.8,2014-2015
190,,,,,1.08,2.66,2.58,1.5,1.58,,,,,,41,0.0,0.0,101,57,60,3,5,38.0,38,3420,418,,,Manchester Utd,33,26.0,61.2,2014-2015
191,,,,,0.79,1.84,1.82,1.03,1.05,,,,,,30,0.0,0.0,70,39,40,1,1,38.0,38,3420,418,,,Newcastle Utd,27,25.9,47.7,2014-2015
192,,,,,0.76,1.79,1.71,0.95,1.03,,,,,,29,0.0,0.0,68,36,39,3,5,38.0,38,3420,418,,,QPR,32,28.2,45.2,2014-2015
193,,,,,0.84,2.13,2.08,1.24,1.29,,,,,,32,0.0,0.0,81,47,49,2,3,38.0,38,3420,418,,,Southampton,29,26.0,53.1,2014-2015
194,,,,,0.79,2.03,1.95,1.16,1.24,,,,,,30,0.0,0.0,77,44,47,3,3,38.0,38,3420,418,,,Stoke City,25,27.4,50.4,2014-2015
195,,,,,0.53,1.32,1.21,0.68,0.79,,,,,,20,0.0,0.0,50,26,30,4,4,38.0,38,3420,417,,,Sunderland,25,27.8,45.2,2014-2015
196,,,,,0.89,2.03,1.97,1.08,1.13,,,,,,34,0.0,0.0,77,41,43,2,2,38.0,38,3420,418,,,Swansea City,27,26.6,50.1,2014-2015
197,,,,,1.05,2.53,2.45,1.39,1.47,,,,,,40,0.0,0.0,96,53,56,3,5,38.0,38,3420,418,,,Tottenham,27,24.4,57.0,2014-2015
198,,,,,0.76,1.74,1.63,0.87,0.97,,,,,,29,0.0,0.0,66,33,37,4,5,38.0,38,3420,418,,,West Brom,26,28.0,43.7,2014-2015
199,,,,,0.89,2.03,2.0,1.11,1.13,,,,,,34,0.0,0.0,77,42,43,1,2,38.0,38,3420,418,,,West Ham,28,26.8,45.6,2014-2015
200,,,,,1.26,3.05,2.97,1.71,1.79,,,,,,48,0.0,0.0,116,65,68,3,3,38.0,38,3420,418,,,Arsenal,27,26.8,,2013-2014
201,,,,,0.66,1.66,1.61,0.95,1.0,,,,,,25,0.0,0.0,63,36,38,2,4,38.0,38,3420,418,,,Aston Villa,26,24.6,,2013-2014
202,,,,,0.63,1.45,1.42,0.79,0.82,,,,,,24,0.0,0.0,55,30,31,1,1,38.0,38,3420,418,,,Cardiff City,32,25.4,,2013-2014
203,,,,,1.03,2.84,2.71,1.68,1.82,,,,,,39,0.0,0.0,108,64,69,5,7,38.0,38,3420,418,,,Chelsea,29,27.7,,2013-2014
204,,,,,0.55,1.39,1.26,0.71,0.84,,,,,,21,0.0,0.0,53,27,32,5,6,38.0,38,3420,418,,,Crystal Palace,31,28.1,,2013-2014
205,,,,,1.11,2.63,2.55,1.45,1.53,,,,,,42,0.0,0.0,100,55,58,3,3,38.0,38,3420,418,,,Everton,28,27.6,,2013-2014
206,,,,,0.74,1.74,1.68,0.95,1.0,,,,,,28,0.0,0.0,66,36,38,2,3,38.0,38,3420,418,,,Fulham,39,29.0,,2013-2014
207,,,,,0.55,1.47,1.42,0.87,0.92,,,,,,21,0.0,0.0,56,33,35,2,3,38.0,38,3420,418,,,Hull City,27,27.5,,2013-2014
208,,,,,1.61,4.16,3.89,2.29,2.55,,,,,,61,0.0,0.0,158,87,97,10,12,38.0,38,3420,418,,,Liverpool,25,25.7,,2013-2014
209,,,,,1.66,4.21,4.05,2.39,2.55,,,,,,63,0.0,0.0,160,91,97,6,7,38.0,38,3420,418,,,Manchester City,23,27.7,,2013-2014
210,,,,,0.97,2.63,2.5,1.53,1.66,,,,,,37,0.0,0.0,100,58,63,5,5,38.0,38,3420,418,,,Manchester Utd,30,26.7,,2013-2014
211,,,,,0.66,1.74,1.68,1.03,1.08,,,,,,25,0.0,0.0,66,39,41,2,3,38.0,38,3420,418,,,Newcastle Utd,26,26.4,,2013-2014
212,,,,,0.47,1.21,1.18,0.71,0.74,,,,,,18,0.0,0.0,46,27,28,1,2,38.0,38,3420,418,,,Norwich City,25,26.3,,2013-2014
213,,,,,0.97,2.34,2.26,1.29,1.37,,,,,,37,0.0,0.0,89,49,52,3,3,38.0,38,3420,418,,,Southampton,24,25.1,,2013-2014
214,,,,,0.68,1.84,1.74,1.05,1.16,,,,,,26,0.0,0.0,70,40,44,4,5,38.0,38,3420,418,,,Stoke City,26,27.3,,2013-2014
215,,,,,0.63,1.71,1.55,0.92,1.08,,,,,,24,0.0,0.0,65,35,41,6,6,38.0,38,3420,418,,,Sunderland,31,26.5,,2013-2014
216,,,,,0.97,2.21,2.11,1.13,1.24,,,,,,37,0.0,0.0,84,43,47,4,4,38.0,38,3420,418,,,Swansea City,27,26.5,,2013-2014
