,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Playing Time,Playing Time,Playing Time,Playing Time,Progression,Progression,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,season
217,,,,,0.87,2.18,2.05,1.18,1.32,,,,,,33,0.0,0.0,83,45,50,5,6,38.0,38,3420,418,,,Tottenham,28,25.2,,2013-2014
218,,,,,0.71,1.79,1.74,1.03,1.08,,,,,,27,0.0,0.0,68,39,41,2,2,38.0,38,3420,418,,,West Brom,28,28.4,,2013-2014
219,,,,,0.58,1.53,1.47,0.89,0.95,,,,,,22,0.0,0.0,58,34,36,2,2,38.0,38,3420,418,,,West Ham,29,28.5,,2013-2014
220,,,,,1.42,3.24,3.11,1.68,1.82,,,,,,54,4.0,37.0,123,64,69,5,6,38.0,38,3420,418,,,Arsenal,26,25.6,,2012-2013
221,,,,,0.89,2.13,2.05,1.16,1.24,,,,,,34,3.0,72.0,81,44,47,3,3,38.0,38,3420,418,,,Aston Villa,28,24.1,,2012-2013
222,,,,,1.32,3.18,2.95,1.63,1.87,,,,,,50,3.0,51.0,121,62,71,9,11,38.0,38,3420,418,,,Chelsea,26,26.4,,2012-2013
223,,,,,1.11,2.5,2.45,1.34,1.39,,,,,,42,3.0,59.0,95,51,53,2,2,38.0,38,3420,418,,,Everton,23,28.8,,2012-2013
224,,,,,0.84,2.03,1.87,1.03,1.18,,,,,,32,3.0,48.0,77,39,45,6,6,38.0,38,3420,418,,,Fulham,29,30.4,,2012-2013
225,,,,,1.24,3.0,2.87,1.63,1.76,,,,,,47,2.0,54.0,114,62,67,5,6,38.0,38,3420,418,,,Liverpool,28,26.2,,2012-2013
226,,,,,1.18,2.87,2.76,1.58,1.68,,,,,,45,3.0,63.0,109,60,64,4,6,38.0,38,3420,418,,,Manchester City,25,26.7,,2012-2013
227,,,,,1.66,3.76,3.66,2.0,2.11,,,,,,63,1.0,57.0,143,76,80,4,7,38.0,38,3420,418,,,Manchester Utd,25,27.3,,2012-2013
228,,,,,0.58,1.71,1.61,1.03,1.13,,,,,,22,4.0,71.0,65,39,43,4,5,38.0,38,3420,418,,,Newcastle Utd,32,26.2,,2012-2013
229,,,,,0.71,1.76,1.74,1.03,1.05,,,,,,27,1.0,60.0,67,39,40,1,2,38.0,38,3420,418,,,Norwich City,27,26.7,,2012-2013
230,,,,,0.58,1.34,1.32,0.74,0.76,,,,,,22,3.0,59.0,51,28,29,1,4,38.0,38,3420,418,,,QPR,30,28.2,,2012-2013
231,,,,,0.74,1.82,1.71,0.97,1.08,,,,,,28,1.0,45.0,69,37,41,4,4,38.0,38,3420,418,,,Reading,28,27.2,,2012-2013
232,,,,,0.66,1.87,1.79,1.13,1.21,,,,,,25,2.0,43.0,71,43,46,3,3,38.0,38,3420,418,,,Southampton,25,25.3,,2012-2013
233,,,,,0.61,1.47,1.39,0.79,0.87,,,,,,23,4.0,76.0,56,30,33,3,5,38.0,38,3420,418,,,Stoke City,24,27.1,,2012-2013
234,,,,,0.63,1.66,1.55,0.92,1.03,,,,,,24,3.0,61.0,63,35,39,4,4,38.0,38,3420,418,,,Sunderland,29,26.2,,2012-2013
235,,,,,0.84,2.08,2.08,1.24,1.24,,,,,,32,2.0,57.0,79,47,47,0,0,38.0,38,3420,418,,,Swansea City,25,26.6,,2012-2013
236,,,,,1.18,2.82,2.82,1.63,1.63,,,,,,45,2.0,54.0,107,62,62,0,0,38.0,38,3420,418,,,Tottenham,28,26.3,,2012-2013
237,,,,,1.0,2.32,2.18,1.18,1.32,,,,,,38,4.0,62.0,88,45,50,5,7,38.0,38,3420,418,,,West Brom,25,27.6,,2012-2013
238,,,,,0.87,2.0,1.89,1.03,1.13,,,,,,33,1.0,74.0,76,39,43,4,4,38.0,38,3420,418,,,West Ham,26,28.0,,2012-2013
239,,,,,0.92,2.11,2.08,1.16,1.18,,,,,,35,2.0,66.0,80,44,45,1,1,38.0,38,3420,418,,,Wigan Athletic,28,27.7,,2012-2013
240,,,,,1.5,3.42,3.37,1.87,1.92,,,,,,57,4.0,64.0,130,71,73,2,3,38.0,38,3420,418,,,Arsenal,32,25.2,,2011-2012
241,,,,,0.68,1.66,1.58,0.89,0.97,,,,,,26,2.0,69.0,63,34,37,3,3,38.0,38,3420,418,,,Aston Villa,27,27.3,,2011-2012
242,,,,,0.84,2.0,1.89,1.05,1.16,,,,,,32,5.0,66.0,76,40,44,4,8,38.0,38,3420,418,,,Blackburn,31,25.5,,2011-2012
243,,,,,0.76,1.89,1.76,1.0,1.13,,,,,,29,5.0,50.0,72,38,43,5,6,38.0,38,3420,418,,,Bolton,30,27.4,,2011-2012
244,,,,,1.18,2.84,2.74,1.55,1.66,,,,,,45,4.0,74.0,108,59,63,4,5,38.0,38,3420,418,,,Chelsea,29,27.6,,2011-2012
245,,,,,0.84,2.08,1.95,1.11,1.24,,,,,,32,2.0,61.0,79,42,47,5,5,38.0,38,3420,407,,,Everton,30,28.5,,2011-2012
246,,,,,0.82,1.97,1.89,1.08,1.16,,,,,,31,0.0,54.0,75,41,44,3,4,38.0,38,3420,418,,,Fulham,28,29.6,,2011-2012
247,,,,,0.61,1.71,1.68,1.08,1.11,,,,,,23,5.0,52.0,65,41,42,1,4,38.0,38,3420,418,,,Liverpool,26,26.3,,2011-2012
248,,,,,1.92,4.32,4.13,2.21,2.39,,,,,,73,5.0,51.0,164,84,91,7,8,38.0,38,3420,418,,,Manchester City,24,25.8,,2011-2012
249,,,,,1.82,4.11,3.87,2.05,2.29,,,,,,69,1.0,51.0,156,78,87,9,11,38.0,38,3420,418,,,Manchester Utd,31,26.3,,2011-2012
250,,,,,0.95,2.29,2.24,1.29,1.34,,,,,,36,2.0,65.0,87,49,51,2,3,38.0,38,3420,418,,,Newcastle Utd,26,25.6,,2011-2012
251,,,,,0.87,2.24,2.18,1.32,1.37,,,,,,33,3.0,58.0,85,50,52,2,2,38.0,38,3420,418,,,Norwich City,27,25.8,,2011-2012
252,,,,,0.66,1.74,1.68,1.03,1.08,,,,,,25,9.0,53.0,66,39,41,2,2,38.0,38,3420,418,,,QPR,35,28.8,,2011-2012
253,,,,,0.74,1.66,1.55,0.82,0.92,,,,,,28,2.0,60.0,63,31,35,4,6,38.0,38,3420,418,,,Stoke City,23,27.9,,2011-2012
254,,,,,0.66,1.79,1.76,1.11,1.13,,,,,,25,4.0,58.0,68,42,43,1,2,38.0,38,3420,418,,,Sunderland,28,25.8,,2011-2012
255,,,,,0.63,1.76,1.63,1.0,1.13,,,,,,24,2.0,40.0,67,38,43,5,6,38.0,38,3420,418,,,Swansea City,25,25.4,,2011-2012
256,,,,,1.26,3.0,2.89,1.63,1.74,,,,,,48,3.0,43.0,114,62,66,4,5,38.0,38,3420,418,,,Tottenham,29,27.6,,2011-2012
257,,,,,0.79,1.95,1.92,1.13,1.16,,,,,,30,1.0,47.0,74,43,44,1,2,38.0,38,3420,418,,,West Brom,25,27.8,,2011-2012
258,,,,,0.58,1.66,1.53,0.95,1.08,,,,,,22,3.0,67.0,63,36,41,5,7,38.0,38,3420,418,,,Wigan Athletic,23,26.3,,2011-2012
259,,,,,0.66,1.71,1.63,0.97,1.05,,,,,,25,4.0,64.0,65,37,40,3,4,38.0,38,3420,418,,,Wolves,32,26.0,,2011-2012
260,,,,,1.34,3.18,3.08,1.74,1.84,,,,,,51,6.0,65.0,121,66,70,4,7,38.0,38,3420,418,,,Arsenal,27,24.8,,2010-2011
261,,,,,0.84,2.03,1.92,1.08,1.18,,,,,,32,2.0,70.0,77,41,45,4,6,38.0,38,3420,418,,,Aston Villa,32,27.5,,2010-2011
262,,,,,0.61,1.58,1.53,0.92,0.97,,,,,,23,3.0,56.0,60,35,37,2,2,38.0,38,3420,418,,,Birmingham City,26,28.0,,2010-2011
263,,,,,0.74,1.87,1.84,1.11,1.13,,,,,,28,5.0,64.0,71,42,43,1,2,38.0,38,3420,418,,,Blackburn,29,27.8,,2010-2011
264,,,,,0.76,2.18,2.0,1.24,1.42,,,,,,29,2.0,47.0,83,47,54,7,8,38.0,38,3420,418,,,Blackpool,30,26.8,,2010-2011
265,,,,,0.89,2.21,2.11,1.21,1.32,,,,,,34,5.0,66.0,84,46,50,4,5,38.0,38,3420,418,,,Bolton,24,28.1,,2010-2011
266,,,,,1.03,2.82,2.66,1.63,1.79,,,,,,39,1.0,59.0,107,62,68,6,8,38.0,38,3420,418,,,Chelsea,24,28.2,,2010-2011
267,,,,,0.87,2.18,2.11,1.24,1.32,,,,,,33,5.0,56.0,83,47,50,3,4,38.0,38,3420,418,,,Everton,24,28.1,,2010-2011
268,,,,,0.84,2.11,2.05,1.21,1.26,,,,,,32,1.0,52.0,80,46,48,2,3,38.0,38,3420,418,,,Fulham,29,29.8,,2010-2011
269,,,,,0.79,2.32,2.13,1.34,1.53,,,,,,30,2.0,63.0,88,51,58,7,8,38.0,38,3420,418,,,Liverpool,30,26.9,,2010-2011
270,,,,,0.92,2.39,2.18,1.26,1.47,,,,,,35,5.0,71.0,91,48,56,8,9,38.0,38,3420,418,,,Manchester City,27,25.4,,2010-2011
271,,,,,1.55,3.53,3.45,1.89,1.97,,,,,,59,3.0,56.0,134,72,75,3,5,38.0,38,3420,418,,,Manchester Utd,29,28.3,,2010-2011
272,,,,,0.92,2.37,2.24,1.32,1.45,,,,,,35,2.0,78.0,90,50,55,5,5,38.0,38,3420,418,,,Newcastle Utd,30,26.3,,2010-2011
273,,,,,0.74,1.89,1.82,1.08,1.16,,,,,,28,2.0,69.0,72,41,44,3,3,38.0,38,3420,418,,,Stoke City,25,27.6,,2010-2011
274,,,,,0.61,1.68,1.58,0.97,1.08,,,,,,23,5.0,56.0,64,37,41,4,5,38.0,38,3420,418,,,Sunderland,31,25.0,,2010-2011
275,,,,,0.89,2.32,2.18,1.29,1.42,,,,,,34,2.0,50.0,88,49,54,5,5,38.0,38,3420,418,,,Tottenham,28,26.6,,2010-2011
276,,,,,0.97,2.34,2.24,1.26,1.37,,,,,,37,7.0,51.0,89,48,52,4,6,38.0,38,3420,418,,,West Brom,28,26.7,,2010-2011
277,,,,,0.55,1.63,1.5,0.95,1.08,,,,,,21,1.0,58.0,62,36,41,5,6,38.0,38,3420,418,,,West Ham,35,27.9,,2010-2011
278,,,,,0.53,1.5,1.45,0.92,0.97,,,,,,20,4.0,67.0,57,35,37,2,3,38.0,38,3420,418,,,Wigan Athletic,25,25.8,,2010-2011
279,,,,,0.76,1.95,1.87,1.11,1.18,,,,,,29,2.0,62.0,74,42,45,3,3,38.0,38,3420,418,,,Wolves,30,25.8,,2010-2011
280,,,,,1.39,3.47,3.39,2.0,2.08,,,,,,53,1.0,56.0,132,76,79,3,4,38.0,38,3420,418,,,Arsenal,30,25.3,,2009-2010
281,,,,,0.89,2.16,2.03,1.13,1.26,,,,,,34,2.0,58.0,82,43,48,5,8,38.0,38,3420,418,,,Aston Villa,23,27.9,,2009-2010
282,,,,,0.58,1.53,1.47,0.89,0.95,,,,,,22,1.0,73.0,58,34,36,2,4,38.0,38,3420,418,,,Birmingham City,25,26.8,,2009-2010
283,,,,,0.58,1.58,1.5,0.92,1.0,,,,,,22,2.0,57.0,60,35,38,3,3,38.0,38,3420,417,,,Blackburn,28,27.3,,2009-2010
284,,,,,0.63,1.74,1.63,1.0,1.11,,,,,,24,5.0,72.0,66,38,42,4,4,38.0,38,3420,418,,,Bolton,25,27.4,,2009-2010
285,,,,,0.66,1.76,1.61,0.95,1.11,,,,,,25,2.0,55.0,67,36,42,6,6,38.0,38,3420,418,,,Burnley,27,27.9,,2009-2010
286,,,,,1.68,4.29,4.0,2.32,2.61,,,,,,64,5.0,54.0,163,88,99,11,12,38.0,38,3420,418,,,Chelsea,30,28.7,,2009-2010
287,,,,,0.87,2.34,2.21,1.34,1.47,,,,,,33,2.0,57.0,89,51,56,5,6,38.0,38,3420,418,,,Everton,28,27.4,,2009-2010
288,,,,,0.55,1.55,1.45,0.89,1.0,,,,,,21,1.0,46.0,59,34,38,4,4,38.0,38,3420,418,,,Fulham,29,29.2,,2009-2010
289,,,,,0.42,1.29,1.13,0.71,0.87,,,,,,16,6.0,63.0,49,27,33,6,8,38.0,38,3420,418,,,Hull City,30,27.7,,2009-2010
290,,,,,0.97,2.5,2.42,1.45,1.53,,,,,,37,5.0,55.0,95,55,58,3,3,38.0,38,3420,418,,,Liverpool,30,26.3,,2009-2010
291,,,,,1.26,3.18,3.05,1.79,1.92,,,,,,48,2.0,49.0,121,68,73,5,5,38.0,38,3420,418,,,Manchester City,31,27.0,,2009-2010
292,,,,,1.26,3.21,3.05,1.79,1.95,,,,,,48,4.0,48.0,122,68,74,6,8,38.0,38,3420,418,,,Manchester Utd,30,27.8,,2009-2010
293,,,,,0.5,1.39,1.32,0.82,0.89,,,,,,19,5.0,68.0,53,31,34,3,6,38.0,38,3420,418,,,Portsmouth,33,28.2,,2009-2010
294,,,,,0.61,1.45,1.39,0.79,0.84,,,,,,23,5.0,62.0,55,30,32,2,2,38.0,38,3420,418,,,Stoke City,23,28.5,,2009-2010
295,,,,,0.74,1.92,1.76,1.03,1.18,,,,,,28,9.0,78.0,73,39,45,6,9,38.0,38,3420,418,,,Sunderland,28,25.4,,2009-2010
296,,,,,1.18,2.92,2.87,1.68,1.74,,,,,,45,1.0,57.0,111,64,66,2,3,38.0,38,3420,418,,,Tottenham,30,25.4,,2009-2010
297,,,,,0.71,1.92,1.74,1.03,1.21,,,,,,27,3.0,63.0,73,39,46,7,9,38.0,38,3420,418,,,West Ham,30,26.0,,2009-2010
298,,,,,0.55,1.5,1.47,0.92,0.95,,,,,,21,3.0,63.0,57,35,36,1,2,38.0,38,3420,418,,,Wigan Athletic,27,26.3,,2009-2010
299,,,,,0.39,1.13,1.08,0.68,0.74,,,,,,15,4.0,61.0,43,26,28,2,2,38.0,38,3420,418,,,Wolves,29,25.9,,2009-2010
300,,,,,1.26,2.97,2.84,1.58,1.71,,,,,,48,3.0,58.0,113,60,65,5,5,38.0,38,3420,418,,,Arsenal,28,24.1,,2008-2009
301,,,,,0.92,2.18,2.08,1.16,1.26,,,,,,35,2.0,53.0,83,44,48,4,5,38.0,38,3420,418,,,Aston Villa,21,27.1,,2008-2009
302,,,,,0.74,1.79,1.68,0.95,1.05,,,,,,28,4.0,73.0,68,36,40,4,7,38.0,38,3420,418,,,Blackburn,28,28.3,,2008-2009
303,,,,,0.74,1.79,1.79,1.05,1.05,,,,,,28,1.0,62.0,68,40,40,0,1,38.0,38,3420,418,,,Bolton,24,27.3,,2008-2009
304,,,,,1.18,2.89,2.84,1.66,1.71,,,,,,45,2.0,50.0,110,63,65,2,2,38.0,38,3420,418,,,Chelsea,29,27.5,,2008-2009
305,,,,,1.0,2.42,2.32,1.32,1.42,,,,,,38,1.0,49.0,92,50,54,4,5,38.0,38,3420,417,,,Everton,25,26.4,,2008-2009
306,,,,,0.63,1.66,1.53,0.89,1.03,,,,,,24,1.0,40.0,63,34,39,5,5,38.0,38,3420,418,,,Fulham,26,28.8,,2008-2009
307,,,,,0.45,1.37,1.29,0.84,0.92,,,,,,17,3.0,70.0,52,32,35,3,3,38.0,38,3420,418,,,Hull City,29,27.7,,2008-2009
308,,,,,1.32,3.24,3.11,1.79,1.92,,,,,,50,0.0,50.0,123,68,73,5,6,38.0,38,3420,418,,,Liverpool,23,26.5,,2008-2009
309,,,,,0.92,2.39,2.24,1.32,1.47,,,,,,35,4.0,49.0,91,50,56,6,7,38.0,38,3420,418,,,Manchester City,34,24.5,,2008-2009
310,,,,,1.34,3.13,3.03,1.68,1.79,,,,,,51,5.0,61.0,119,64,68,4,4,38.0,38,3420,418,,,Manchester Utd,33,27.1,,2008-2009
311,,,,,0.45,1.13,1.11,0.66,0.68,,,,,,17,3.0,54.0,43,25,26,1,3,38.0,38,3420,418,,,Middlesbrough,28,24.5,,2008-2009
312,,,,,0.61,1.63,1.53,0.92,1.03,,,,,,23,8.0,57.0,62,35,39,4,5,38.0,38,3420,417,,,Newcastle Utd,29,26.8,,2008-2009
313,,,,,0.66,1.61,1.55,0.89,0.95,,,,,,25,5.0,57.0,61,34,36,2,3,38.0,38,3420,417,,,Portsmouth,29,28.6,,2008-2009
314,,,,,0.61,1.55,1.42,0.82,0.95,,,,,,23,5.0,73.0,59,31,36,5,6,38.0,38,3420,418,,,Stoke City,29,28.5,,2008-2009
315,,,,,0.5,1.34,1.32,0.82,0.84,,,,,,19,1.0,69.0,51,31,32,1,1,38.0,38,3420,418,,,Sunderland,30,26.1,,2008-2009
316,,,,,0.79,1.92,1.84,1.05,1.13,,,,,,30,5.0,54.0,73,40,43,3,4,38.0,38,3420,418,,,Tottenham,29,24.9,,2008-2009
317,,,,,0.61,1.5,1.42,0.82,0.89,,,,,,23,1.0,66.0,57,31,34,3,5,38.0,38,3420,418,,,West Brom,30,25.2,,2008-2009
318,,,,,0.66,1.74,1.71,1.05,1.08,,,,,,25,4.0,66.0,66,40,41,1,3,38.0,38,3420,418,,,West Ham,30,26.6,,2008-2009
319,,,,,0.39,1.26,1.13,0.74,0.87,,,,,,15,4.0,59.0,48,28,33,5,5,38.0,38,3420,418,,,Wigan Athletic,29,26.5,,2008-2009
320,,,,,1.5,3.42,3.29,1.79,1.92,,,,,,57,3.0,57.0,130,68,73,5,6,38.0,38,3420,418,,,Arsenal,27,24.6,,2007-2008
321,,,,,1.11,2.84,2.68,1.58,1.74,,,,,,42,4.0,56.0,108,60,66,6,7,38.0,38,3420,418,,,Aston Villa,22,25.5,,2007-2008
322,,,,,0.55,1.71,1.55,1.0,1.16,,,,,,21,3.0,68.0,65,38,44,6,6,38.0,38,3420,418,,,Birmingham City,28,25.3,,2007-2008
323,,,,,0.84,2.16,2.03,1.18,1.32,,,,,,32,6.0,74.0,82,45,50,5,6,38.0,38,3420,418,,,Blackburn,22,28.0,,2007-2008
324,,,,,0.58,1.47,1.47,0.89,0.89,,,,,,22,0.0,76.0,56,34,34,0,1,38.0,38,3420,417,,,Bolton,31,27.5,,2007-2008
325,,,,,1.37,3.05,2.87,1.5,1.68,,,,,,52,5.0,65.0,116,57,64,7,7,38.0,38,3420,417,,,Chelsea,27,27.0,,2007-2008
326,,,,,0.32,0.82,0.82,0.5,0.5,,,,,,12,1.0,63.0,31,19,19,0,0,38.0,38,3420,418,,,Derby County,36,27.6,,2007-2008
327,,,,,0.79,2.18,2.16,1.37,1.39,,,,,,30,3.0,40.0,83,52,53,1,1,38.0,38,3420,420,,,Everton,23,26.9,,2007-2008
328,,,,,0.45,1.42,1.37,0.92,0.97,,,,,,17,6.0,60.0,54,35,37,2,3,38.0,38,3420,418,,,Fulham,33,28.0,,2007-2008
329,,,,,1.13,2.82,2.68,1.55,1.68,,,,,,43,1.0,46.0,107,59,64,5,5,38.0,38,3420,418,,,Liverpool,25,26.2,,2007-2008
330,,,,,0.79,1.89,1.84,1.05,1.11,,,,,,30,4.0,51.0,72,40,42,2,2,38.0,38,3420,418,,,Manchester City,28,24.5,,2007-2008
331,,,,,1.37,3.42,3.26,1.89,2.05,,,,,,52,2.0,51.0,130,72,78,6,8,38.0,38,3420,418,,,Manchester Utd,25,26.7,,2007-2008
332,,,,,0.71,1.84,1.79,1.08,1.13,,,,,,27,2.0,86.0,70,41,43,2,2,38.0,38,3420,416,,,Middlesbrough,30,25.7,,2007-2008
333,,,,,0.71,1.84,1.74,1.03,1.13,,,,,,27,1.0,66.0,70,39,43,4,4,38.0,38,3420,419,,,Newcastle Utd,27,27.0,,2007-2008
334,,,,,0.84,2.05,1.95,1.11,1.21,,,,,,32,3.0,58.0,78,42,46,4,7,38.0,38,3420,419,,,Portsmouth,28,28.2,,2007-2008
335,,,,,0.68,1.76,1.71,1.03,1.08,,,,,,26,5.0,61.0,67,39,41,2,4,38.0,38,3420,418,,,Reading,26,27.6,,2007-2008
336,,,,,0.55,1.5,1.47,0.92,0.95,,,,,,21,4.0,67.0,57,35,36,1,2,38.0,38,3420,418,,,Sunderland,31,24.9,,2007-2008
337,,,,,0.92,2.63,2.53,1.61,1.71,,,,,,35,1.0,52.0,100,61,65,4,6,38.0,38,3420,418,,,Tottenham,30,25.5,,2007-2008
338,,,,,0.76,1.79,1.74,0.97,1.03,,,,,,29,2.0,66.0,68,37,39,2,2,38.0,38,3420,418,,,West Ham,28,26.5,,2007-2008
339,,,,,0.5,1.37,1.26,0.76,0.87,,,,,,19,4.0,60.0,52,29,33,4,5,38.0,38,3420,418,,,Wigan Athletic,27,27.7,,2007-2008
340,,,,,1.26,2.84,2.58,1.32,1.58,,,,,,48,3.0,51.0,108,50,60,10,11,38.0,38,3420,417,,,Arsenal,25,25.1,,2006-2007
341,,,,,0.82,2.0,1.84,1.03,1.18,,,,,,31,1.0,47.0,76,39,45,6,8,38.0,38,3420,436,,,Aston Villa,30,25.5,,2006-2007
342,,,,,0.87,2.16,2.03,1.16,1.29,,,,,,33,8.0,81.0,82,44,49,5,7,38.0,38,3420,399,,,Blackburn,29,28.2,,2006-2007
343,,,,,0.92,2.11,1.95,1.03,1.18,,,,,,35,4.0,84.0,80,39,45,6,7,38.0,38,3420,423,,,Bolton,23,28.2,,2006-2007
344,,,,,0.58,1.42,1.32,0.74,0.84,,,,,,22,4.0,60.0,54,28,32,4,4,38.0,38,3420,429,,,Charlton Ath,29,27.0,,2006-2007
345,,,,,1.29,2.82,2.74,1.45,1.53,,,,,,49,4.0,65.0,107,55,58,3,4,38.0,38,3420,418,,,Chelsea,26,26.7,,2006-2007
346,,,,,0.92,2.24,2.03,1.11,1.32,,,,,,35,2.0,70.0,85,42,50,8,8,38.0,38,3420,411,,,Everton,26,27.0,,2006-2007
347,,,,,0.71,1.66,1.58,0.87,0.95,,,,,,27,3.0,60.0,63,33,36,3,3,38.0,38,3420,424,,,Fulham,25,28.3,,2006-2007
348,,,,,1.16,2.63,2.47,1.32,1.47,,,,,,44,0.0,43.0,100,50,56,6,7,38.0,38,3420,419,,,Liverpool,29,26.1,,2006-2007
349,,,,,0.55,1.29,1.24,0.68,0.74,,,,,,21,4.0,58.0,49,26,28,2,4,38.0,38,3420,394,,,Manchester City,29,26.1,,2006-2007
350,,,,,1.58,3.68,3.55,1.97,2.11,,,,,,60,1.0,58.0,140,75,80,5,6,38.0,38,3420,418,,,Manchester Utd,25,27.3,,2006-2007
351,,,,,0.87,2.0,1.89,1.03,1.13,,,,,,33,2.0,65.0,76,39,43,4,5,38.0,38,3420,418,,,Middlesbrough,27,25.4,,2006-2007
352,,,,,0.68,1.68,1.55,0.87,1.0,,,,,,26,1.0,69.0,64,33,38,5,5,38.0,38,3420,418,,,Newcastle Utd,29,26.1,,2006-2007
353,,,,,0.82,1.87,1.82,1.0,1.05,,,,,,31,1.0,51.0,71,38,40,2,3,38.0,38,3420,405,,,Portsmouth,25,28.3,,2006-2007
354,,,,,1.0,2.26,2.18,1.18,1.26,,,,,,38,3.0,41.0,86,45,48,3,3,38.0,38,3420,418,,,Reading,23,26.9,,2006-2007
355,,,,,0.55,1.37,1.32,0.76,0.82,,,,,,21,2.0,71.0,52,29,31,2,4,38.0,38,3420,408,,,Sheffield Utd,32,26.0,,2006-2007
356,,,,,0.97,2.45,2.32,1.34,1.47,,,,,,37,4.0,51.0,93,51,56,5,5,38.0,38,3420,418,,,Tottenham,26,25.1,,2006-2007
357,,,,,0.47,1.11,1.03,0.55,0.63,,,,,,18,2.0,48.0,42,21,24,3,3,38.0,38,3420,390,,,Watford,33,25.2,,2006-2007
358,,,,,0.68,1.61,1.58,0.89,0.92,,,,,,26,2.0,86.0,61,34,35,1,3,38.0,38,3420,442,,,West Ham,30,25.4,,2006-2007
359,,,,,0.63,1.61,1.53,0.89,0.97,,,,,,24,3.0,81.0,61,34,37,3,6,38.0,38,3420,415,,,Wigan Athletic,30,27.7,,2006-2007
