,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Playing Time,Playing Time,Playing Time,Playing Time,Progression,Progression,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,season
503,,,,,0.63,1.66,1.55,0.92,1.03,,,,,,24,3.0,59.0,63,35,39,4,6,38.0,38,3420,418,,,Charlton Ath,27,27.5,,1998-1999
504,,,,,1.0,2.47,2.39,1.39,1.47,,,,,,38,4.0,88.0,94,53,56,3,4,38.0,38,3420,419,,,Chelsea,26,28.5,,1998-1999
505,,,,,0.68,1.71,1.66,0.97,1.03,,,,,,26,1.0,70.0,65,37,39,2,2,38.0,38,3420,416,,,Coventry City,28,27.1,,1998-1999
506,,,,,0.68,1.74,1.63,0.95,1.05,,,,,,26,1.0,76.0,66,36,40,4,6,38.0,38,3420,417,,,Derby County,30,26.1,,1998-1999
507,,,,,0.74,1.89,1.82,1.08,1.16,,,,,,28,5.0,90.0,72,41,44,3,6,38.0,38,3420,436,,,Everton,34,25.1,,1998-1999
508,,,,,1.0,2.61,2.55,1.55,1.61,,,,,,38,1.0,79.0,99,59,61,2,3,38.0,38,3420,424,,,Leeds United,24,24.8,,1998-1999
509,,,,,0.84,1.89,1.84,1.0,1.05,,,,,,32,1.0,51.0,72,38,40,2,3,38.0,38,3420,424,,,Leicester City,24,27.4,,1998-1999
510,,,,,1.13,2.92,2.74,1.61,1.79,,,,,,43,3.0,67.0,111,61,68,7,7,38.0,38,3420,412,,,Liverpool,25,25.7,,1998-1999
511,,,,,1.63,3.68,3.63,2.0,2.05,,,,,,62,3.0,58.0,140,76,78,2,4,38.0,38,3420,419,,,Manchester Utd,23,26.5,,1998-1999
512,,,,,0.79,2.03,2.0,1.21,1.24,,,,,,30,4.0,55.0,77,46,47,1,1,38.0,38,3420,417,,,Middlesbrough,29,28.4,,1998-1999
513,,,,,0.68,1.92,1.76,1.08,1.24,,,,,,26,2.0,79.0,73,41,47,6,7,38.0,38,3420,399,,,Newcastle Utd,34,25.6,,1998-1999
514,,,,,0.61,1.53,1.47,0.87,0.92,,,,,,23,6.0,85.0,58,33,35,2,2,38.0,38,3420,417,,,Nott'ham Forest,33,26.9,,1998-1999
515,,,,,0.76,1.79,1.76,1.0,1.03,,,,,,29,4.0,47.0,68,38,39,1,2,38.0,38,3420,409,,,Sheffield Weds,31,27.7,,1998-1999
516,,,,,0.71,1.63,1.61,0.89,0.92,,,,,,27,2.0,75.0,62,34,35,1,1,38.0,38,3420,394,,,Southampton,31,27.9,,1998-1999
517,,,,,0.87,2.13,2.08,1.21,1.26,,,,,,33,5.0,68.0,81,46,48,2,3,38.0,38,3420,424,,,Tottenham,29,26.6,,1998-1999
518,,,,,0.84,2.11,2.08,1.24,1.26,,,,,,32,4.0,80.0,80,47,48,1,1,38.0,38,3420,417,,,West Ham,29,26.3,,1998-1999
519,,,,,0.87,1.92,1.89,1.03,1.05,,,,,,33,1.0,57.0,73,39,40,1,1,38.0,38,3420,418,,,Wimbledon,23,26.9,,1998-1999
520,,,,,1.47,3.21,3.08,1.61,1.74,,,,,,56,4.0,72.0,122,61,66,5,6,38.0,38,3420,415,,,Arsenal,26,28.2,,1997-1998
521,,,,,1.03,2.32,2.24,1.21,1.29,,,,,,39,2.0,45.0,88,46,49,3,4,38.0,38,3420,416,,,Aston Villa,22,25.8,,1997-1998
522,,,,,0.47,1.45,1.37,0.89,0.97,,,,,,18,5.0,68.0,55,34,37,3,5,38.0,38,3420,387,,,Barnsley,26,26.2,,1997-1998
523,,,,,1.42,2.87,2.82,1.39,1.45,,,,,,54,4.0,58.0,109,53,55,2,2,38.0,38,3420,410,,,Blackburn,24,26.9,,1997-1998
524,,,,,0.87,1.95,1.87,1.0,1.08,,,,,,33,5.0,68.0,74,38,41,3,3,38.0,38,3420,433,,,Bolton,28,28.0,,1997-1998
525,,,,,1.74,3.5,3.34,1.61,1.76,,,,,,66,3.0,68.0,133,61,67,6,6,38.0,38,3420,416,,,Chelsea,28,27.9,,1997-1998
526,,,,,0.84,2.05,1.92,1.08,1.21,,,,,,32,5.0,70.0,78,41,46,5,7,38.0,38,3420,398,,,Coventry City,26,27.3,,1997-1998
527,,,,,0.71,1.63,1.61,0.89,0.92,,,,,,27,3.0,72.0,62,34,35,1,2,38.0,38,3420,389,,,Crystal Palace,36,25.6,,1997-1998
528,,,,,0.95,2.32,2.18,1.24,1.37,,,,,,36,2.0,80.0,88,47,52,5,6,38.0,38,3420,416,,,Derby County,28,25.5,,1997-1998
529,,,,,0.79,1.79,1.79,1.0,1.0,,,,,,30,5.0,77.0,68,38,38,0,0,38.0,38,3420,401,,,Everton,34,25.9,,1997-1998
530,,,,,1.13,2.5,2.47,1.34,1.37,,,,,,43,5.0,76.0,95,51,52,1,2,38.0,38,3420,418,,,Leeds United,22,25.7,,1997-1998
531,,,,,1.05,2.39,2.29,1.24,1.34,,,,,,40,2.0,43.0,91,47,51,4,4,38.0,38,3420,418,,,Leicester City,22,26.6,,1997-1998
532,,,,,1.5,3.29,3.18,1.68,1.79,,,,,,57,2.0,52.0,125,64,68,4,5,38.0,38,3420,416,,,Liverpool,24,25.4,,1997-1998
533,,,,,1.5,3.29,3.21,1.71,1.79,,,,,,57,1.0,61.0,125,65,68,3,6,38.0,38,3420,418,,,Manchester Utd,29,26.3,,1997-1998
534,,,,,0.66,1.58,1.55,0.89,0.92,,,,,,25,3.0,61.0,60,34,35,1,2,38.0,38,3420,411,,,Newcastle Utd,26,27.2,,1997-1998
535,,,,,1.16,2.5,2.42,1.26,1.34,,,,,,44,4.0,68.0,95,48,51,3,3,38.0,38,3420,430,,,Sheffield Weds,34,27.7,,1997-1998
536,,,,,0.97,2.24,2.11,1.13,1.26,,,,,,37,4.0,58.0,85,43,48,5,5,38.0,38,3420,413,,,Southampton,31,27.5,,1997-1998
537,,,,,1.03,2.18,2.18,1.16,1.16,,,,,,39,2.0,56.0,83,44,44,0,2,38.0,38,3420,415,,,Tottenham,28,27.3,,1997-1998
538,,,,,1.11,2.5,2.47,1.37,1.39,,,,,,42,5.0,62.0,95,52,53,1,1,38.0,38,3420,413,,,West Ham,29,25.3,,1997-1998
539,,,,,0.76,1.61,1.58,0.82,0.84,,,,,,29,2.0,56.0,61,31,32,1,1,38.0,38,3420,429,,,Wimbledon,27,26.5,,1997-1998
540,,,,,0.95,2.5,2.29,1.34,1.55,,,,,,36,4.0,74.0,95,51,59,8,8,38.0,38,3420,402,,,Arsenal,28,29.3,,1996-1997
541,,,,,0.84,2.05,1.95,1.11,1.21,,,,,,32,0.0,51.0,78,42,46,4,5,38.0,38,3420,418,,,Aston Villa,21,25.4,,1996-1997
542,,,,,0.95,2.05,2.0,1.05,1.11,,,,,,36,1.0,72.0,78,40,42,2,3,38.0,38,3420,422,,,Blackburn,25,27.0,,1996-1997
543,,,,,1.24,2.71,2.61,1.37,1.47,,,,,,47,1.0,81.0,103,52,56,4,5,38.0,38,3420,414,,,Chelsea,31,28.1,,1996-1997
544,,,,,0.76,1.71,1.63,0.87,0.95,,,,,,29,4.0,64.0,65,33,36,3,3,38.0,38,3420,411,,,Coventry City,25,28.0,,1996-1997
545,,,,,0.89,2.0,1.92,1.03,1.11,,,,,,34,1.0,60.0,76,39,42,3,4,38.0,38,3420,414,,,Derby County,26,26.1,,1996-1997
546,,,,,0.95,2.13,2.03,1.08,1.18,,,,,,36,2.0,56.0,81,41,45,4,6,38.0,38,3420,430,,,Everton,26,27.1,,1996-1997
547,,,,,0.58,1.29,1.29,0.71,0.71,,,,,,22,1.0,89.0,49,27,27,0,1,38.0,38,3420,403,,,Leeds United,30,26.9,,1996-1997
548,,,,,0.76,1.92,1.84,1.08,1.16,,,,,,29,1.0,68.0,73,41,44,3,6,38.0,38,3420,424,,,Leicester City,24,26.4,,1996-1997
549,,,,,1.26,2.79,2.74,1.47,1.53,,,,,,48,1.0,51.0,106,56,58,2,3,38.0,38,3420,412,,,Liverpool,23,26.2,,1996-1997
550,,,,,1.24,3.08,2.97,1.74,1.84,,,,,,47,1.0,71.0,117,66,70,4,6,38.0,38,3420,413,,,Manchester Utd,23,25.8,,1996-1997
551,,,,,0.76,2.08,1.95,1.18,1.32,,,,,,29,3.0,90.0,79,45,50,5,8,38.0,38,3420,403,,,Middlesbrough,30,26.2,,1996-1997
552,,,,,1.26,3.16,3.03,1.76,1.89,,,,,,48,1.0,74.0,120,67,72,5,7,38.0,38,3420,400,,,Newcastle Utd,20,27.3,,1996-1997
553,,,,,0.58,1.39,1.34,0.76,0.82,,,,,,22,1.0,67.0,53,29,31,2,3,38.0,38,3420,415,,,Nott'ham Forest,29,27.9,,1996-1997
554,,,,,0.76,2.08,2.03,1.26,1.32,,,,,,29,2.0,52.0,79,48,50,2,4,38.0,38,3420,418,,,Sheffield Weds,24,26.6,,1996-1997
555,,,,,0.97,2.21,2.05,1.08,1.24,,,,,,37,6.0,79.0,84,41,47,6,7,38.0,38,3420,416,,,Southampton,31,25.9,,1996-1997
556,,,,,0.58,1.42,1.32,0.74,0.84,,,,,,22,5.0,50.0,54,28,32,4,6,38.0,38,3420,369,,,Sunderland,25,28.4,,1996-1997
557,,,,,0.84,1.97,1.92,1.08,1.13,,,,,,32,1.0,70.0,75,41,43,2,3,38.0,38,3420,415,,,Tottenham,26,26.7,,1996-1997
558,,,,,0.92,1.97,1.84,0.92,1.05,,,,,,35,2.0,70.0,75,35,40,5,6,38.0,38,3420,412,,,West Ham,32,27.9,,1996-1997
559,,,,,0.95,2.21,2.21,1.26,1.26,,,,,,36,1.0,51.0,84,48,48,0,1,38.0,38,3420,418,,,Wimbledon,24,26.6,,1996-1997
560,,,,,0.92,2.21,2.13,1.21,1.29,,,,,,35,2.0,62.0,84,46,49,3,5,38.0,38,3420,418,,,Arsenal,25,28.8,,1995-1996
561,,,,,0.97,2.26,2.21,1.24,1.29,,,,,,37,2.0,46.0,86,47,49,2,2,38.0,38,3420,415,,,Aston Villa,24,25.3,,1995-1996
562,,,,,1.18,2.76,2.68,1.5,1.58,,,,,,45,4.0,66.0,105,57,60,3,3,38.0,38,3420,427,,,Blackburn,26,26.6,,1995-1996
563,,,,,0.71,1.74,1.66,0.95,1.03,,,,,,27,3.0,64.0,66,36,39,3,3,38.0,38,3420,418,,,Bolton,28,27.1,,1995-1996
564,,,,,0.89,2.08,2.0,1.11,1.18,,,,,,34,3.0,65.0,79,42,45,3,4,38.0,38,3420,434,,,Chelsea,25,27.5,,1995-1996
565,,,,,0.82,1.92,1.89,1.08,1.11,,,,,,31,3.0,62.0,73,41,42,1,2,38.0,38,3420,422,,,Coventry City,26,27.1,,1995-1996
566,,,,,1.18,2.84,2.74,1.55,1.66,,,,,,45,3.0,64.0,108,59,63,4,4,38.0,38,3420,423,,,Everton,24,27.7,,1995-1996
567,,,,,0.74,1.74,1.68,0.95,1.0,,,,,,28,4.0,59.0,66,36,38,2,3,38.0,38,3420,403,,,Leeds United,31,27.1,,1995-1996
568,,,,,1.42,3.21,3.18,1.76,1.79,,,,,,54,0.0,39.0,122,67,68,1,1,38.0,38,3420,421,,,Liverpool,19,25.7,,1995-1996
569,,,,,0.68,1.55,1.53,0.84,0.87,,,,,,26,6.0,67.0,59,32,33,1,2,38.0,38,3420,386,,,Manchester City,27,26.1,,1995-1996
570,,,,,1.63,3.53,3.42,1.79,1.89,,,,,,62,3.0,50.0,134,68,72,4,4,38.0,38,3420,422,,,Manchester Utd,23,25.5,,1995-1996
571,,,,,0.71,1.61,1.53,0.82,0.89,,,,,,27,3.0,72.0,61,31,34,3,4,38.0,38,3420,418,,,Middlesbrough,30,26.0,,1995-1996
572,,,,,1.42,3.21,3.13,1.71,1.79,,,,,,54,1.0,47.0,122,65,68,3,4,38.0,38,3420,401,,,Newcastle Utd,22,27.0,,1995-1996
573,,,,,0.92,2.18,2.11,1.18,1.26,,,,,,35,2.0,46.0,83,45,48,3,3,38.0,38,3420,407,,,Nott'ham Forest,22,26.0,,1995-1996
574,,,,,0.87,1.84,1.84,0.97,0.97,,,,,,33,4.0,75.0,70,37,37,0,1,38.0,38,3420,419,,,QPR,27,26.2,,1995-1996
575,,,,,0.97,2.24,2.13,1.16,1.26,,,,,,37,1.0,37.0,85,44,48,4,4,38.0,38,3420,401,,,Sheffield Weds,28,27.9,,1995-1996
576,,,,,0.55,1.42,1.32,0.76,0.87,,,,,,21,2.0,62.0,54,29,33,4,4,38.0,38,3420,417,,,Southampton,25,26.2,,1995-1996
577,,,,,1.0,2.24,2.18,1.18,1.24,,,,,,38,0.0,52.0,85,45,47,2,2,38.0,38,3420,424,,,Tottenham,23,27.4,,1995-1996
578,,,,,0.76,1.89,1.76,1.0,1.13,,,,,,29,4.0,51.0,72,38,43,5,6,38.0,38,3420,422,,,West Ham,31,28.2,,1995-1996
579,,,,,1.03,2.45,2.39,1.37,1.42,,,,,,39,7.0,55.0,93,52,54,2,2,38.0,38,3420,421,,,Wimbledon,30,27.0,,1995-1996
580,,,,,0.98,2.26,2.19,1.21,1.29,,,,,,41,4.0,60.0,95,51,54,3,4,42.0,42,3780,471,,,Arsenal,30,27.7,,1994-1995
581,,,,,0.93,2.07,2.05,1.12,1.14,,,,,,39,3.0,59.0,87,47,48,1,1,42.0,42,3780,423,,,Aston Villa,25,27.5,,1994-1995
582,,,,,1.38,3.24,3.0,1.62,1.86,,,,,,58,4.0,50.0,136,68,78,10,12,42.0,42,3780,482,,,Blackburn,21,25.5,,1994-1995
583,,,,,0.93,2.05,2.02,1.1,1.12,,,,,,39,3.0,56.0,86,46,47,1,2,42.0,42,3780,456,,,Chelsea,23,26.4,,1994-1995
584,,,,,0.86,1.86,1.74,0.88,1.0,,,,,,36,3.0,52.0,78,37,42,5,5,42.0,42,3780,500,,,Coventry City,29,27.7,,1994-1995
585,,,,,0.52,1.31,1.29,0.76,0.79,,,,,,22,1.0,56.0,55,32,33,1,3,42.0,42,3780,436,,,Crystal Palace,24,25.5,,1994-1995
586,,,,,0.93,1.95,1.93,1.0,1.02,,,,,,39,6.0,70.0,82,42,43,1,3,42.0,42,3780,466,,,Everton,26,27.0,,1994-1995
587,,,,,0.5,1.14,1.07,0.57,0.64,,,,,,21,2.0,51.0,48,24,27,3,3,42.0,42,3780,405,,,Ipswich Town,32,28.1,,1994-1995
588,,,,,1.1,2.43,2.36,1.26,1.33,,,,,,46,0.0,70.0,102,53,56,3,4,42.0,42,3780,458,,,Leeds United,20,26.8,,1994-1995
589,,,,,0.64,1.74,1.74,1.1,1.1,,,,,,27,8.0,62.0,73,46,46,0,1,42.0,42,3780,467,,,Leicester City,30,26.2,,1994-1995
590,,,,,1.1,2.52,2.4,1.31,1.43,,,,,,46,1.0,43.0,106,55,60,5,6,42.0,42,3780,463,,,Liverpool,21,25.4,,1994-1995
591,,,,,1.1,2.36,2.33,1.24,1.26,,,,,,46,5.0,62.0,99,52,53,1,2,42.0,42,3780,459,,,Manchester City,26,26.8,,1994-1995
592,,,,,1.38,3.19,3.1,1.71,1.81,,,,,,58,3.0,59.0,134,72,76,4,4,42.0,42,3780,460,,,Manchester Utd,24,26.8,,1994-1995
593,,,,,1.29,2.86,2.76,1.48,1.57,,,,,,54,4.0,48.0,120,62,66,4,5,42.0,42,3780,463,,,Newcastle Utd,22,26.4,,1994-1995
594,,,,,0.64,1.38,1.33,0.69,0.74,,,,,,27,1.0,68.0,58,29,31,2,3,42.0,42,3780,445,,,Norwich City,24,25.8,,1994-1995
595,,,,,1.62,3.31,3.19,1.57,1.69,,,,,,68,1.0,58.0,139,66,71,5,6,42.0,42,3780,462,,,Nott'ham Forest,20,25.7,,1994-1995
596,,,,,1.12,2.55,2.55,1.43,1.43,,,,,,47,4.0,70.0,107,60,60,0,1,42.0,42,3780,461,,,QPR,22,26.8,,1994-1995
597,,,,,0.81,1.95,1.93,1.12,1.14,,,,,,34,2.0,54.0,82,47,48,1,2,42.0,42,3780,463,,,Sheffield Weds,24,26.8,,1994-1995
598,,,,,0.86,2.31,2.24,1.38,1.45,,,,,,36,0.0,70.0,97,58,61,3,3,42.0,42,3780,441,,,Southampton,26,25.6,,1994-1995
599,,,,,1.17,2.64,2.6,1.43,1.48,,,,,,49,2.0,46.0,111,60,62,2,3,42.0,42,3780,458,,,Tottenham,24,26.0,,1994-1995
600,,,,,0.76,1.81,1.69,0.93,1.05,,,,,,32,4.0,66.0,76,39,44,5,5,42.0,42,3780,461,,,West Ham,26,28.0,,1994-1995
601,,,,,0.81,1.76,1.69,0.88,0.95,,,,,,34,6.0,70.0,74,37,40,3,4,42.0,42,3780,414,,,Wimbledon,25,26.7,,1994-1995
602,,,,,0.64,1.83,1.74,1.1,1.19,,,,,,27,1.0,34.0,77,46,50,4,5,42.0,42,3780,452,,,Arsenal,22,27.6,,1993-1994
603,,,,,0.67,1.74,1.67,1.0,1.07,,,,,,28,1.0,22.0,73,42,45,3,3,42.0,42,3780,458,,,Aston Villa,25,27.5,,1993-1994
604,,,,,1.0,2.5,2.43,1.43,1.5,,,,,,42,0.0,29.0,105,60,63,3,4,42.0,42,3780,481,,,Blackburn,22,25.4,,1993-1994
605,,,,,0.67,1.88,1.81,1.14,1.21,,,,,,28,2.0,27.0,79,48,51,3,5,42.0,42,3780,481,,,Chelsea,25,25.7,,1993-1994
606,,,,,0.6,1.62,1.55,0.95,1.02,,,,,,25,0.0,14.0,68,40,43,3,5,42.0,42,3780,466,,,Coventry City,27,26.1,,1993-1994
607,,,,,0.55,1.57,1.5,0.95,1.02,,,,,,23,0.0,34.0,66,40,43,3,4,42.0,42,3780,467,,,Everton,22,27.6,,1993-1994
608,,,,,0.45,1.19,1.14,0.69,0.74,,,,,,19,0.0,24.0,50,29,31,2,3,42.0,42,3780,441,,,Ipswich Town,21,27.9,,1993-1994
609,,,,,0.9,2.4,2.38,1.48,1.5,,,,,,38,0.0,36.0,101,62,63,1,2,42.0,42,3780,468,,,Leeds United,25,26.3,,1993-1994
610,,,,,0.83,2.12,2.0,1.17,1.29,,,,,,35,1.0,31.0,89,49,54,5,7,42.0,42,3780,465,,,Liverpool,23,26.5,,1993-1994
611,,,,,0.36,1.19,1.17,0.81,0.83,,,,,,15,0.0,34.0,50,34,35,1,2,42.0,42,3780,433,,,Manchester City,31,26.0,,1993-1994
612,,,,,1.31,3.19,3.12,1.81,1.88,,,,,,55,2.0,31.0,134,76,79,3,3,42.0,42,3780,468,,,Manchester Utd,23,27.1,,1993-1994
613,,,,,1.19,3.1,2.88,1.69,1.9,,,,,,50,1.0,21.0,130,71,80,9,10,42.0,42,3780,440,,,Newcastle Utd,25,25.9,,1993-1994
614,,,,,0.93,2.45,2.43,1.5,1.52,,,,,,39,2.0,25.0,103,63,64,1,1,42.0,42,3780,470,,,Norwich City,24,27.1,,1993-1994
615,,,,,0.6,1.55,1.52,0.93,0.95,,,,,,25,4.0,32.0,65,39,40,1,2,42.0,42,3780,453,,,Oldham Athletic,27,26.2,,1993-1994
616,,,,,0.88,2.31,2.19,1.31,1.43,,,,,,37,3.0,27.0,97,55,60,5,6,42.0,42,3780,461,,,QPR,22,27.3,,1993-1994
617,,,,,0.62,1.6,1.6,0.98,0.98,,,,,,26,4.0,38.0,67,41,41,0,0,42.0,42,3780,447,,,Sheffield Utd,27,26.3,,1993-1994
618,,,,,1.12,2.81,2.76,1.64,1.69,,,,,,47,2.0,21.0,118,69,71,2,3,42.0,42,3780,450,,,Sheffield Weds,26,26.8,,1993-1994
619,,,,,0.71,1.9,1.74,1.02,1.19,,,,,,30,1.0,40.0,80,43,50,7,7,42.0,42,3780,438,,,Southampton,30,27.0,,1993-1994
620,,,,,0.67,1.74,1.57,0.9,1.07,,,,,,28,1.0,38.0,73,38,45,7,8,42.0,42,3780,464,,,Swindon Town,24,27.4,,1993-1994
621,,,,,0.74,2.0,1.95,1.21,1.26,,,,,,31,1.0,23.0,84,51,53,2,4,42.0,42,3780,485,,,Tottenham,30,25.3,,1993-1994
622,,,,,0.69,1.74,1.69,1.0,1.05,,,,,,29,1.0,22.0,73,42,44,2,3,42.0,42,3780,424,,,West Ham,24,28.4,,1993-1994
623,,,,,0.67,1.83,1.81,1.14,1.17,,,,,,28,0.0,38.0,77,48,49,1,2,42.0,42,3780,440,,,Wimbledon,24,26.4,,1993-1994
624,,,,,0.81,1.76,1.76,0.95,0.95,,,,,,34,1.0,34.0,74,40,40,0,0,42.0,42,3780,462,,,Arsenal,29,26.4,,1992-1993
625,,,,,0.98,2.31,2.26,1.29,1.33,,,,,,41,0.0,23.0,97,54,56,2,3,42.0,42,3780,462,,,Aston Villa,24,27.0,,1992-1993
626,,,,,1.24,2.81,2.74,1.5,1.57,,,,,,52,3.0,37.0,118,63,66,3,4,42.0,42,3780,480,,,Blackburn,24,26.0,,1992-1993
627,,,,,0.95,2.14,2.12,1.17,1.19,,,,,,40,2.0,41.0,90,49,50,1,1,42.0,42,3780,452,,,Chelsea,31,26.3,,1992-1993
628,,,,,0.64,1.79,1.74,1.1,1.14,,,,,,27,1.0,31.0,75,46,48,2,3,42.0,42,3780,453,,,Coventry City,30,26.4,,1992-1993
629,,,,,0.71,1.79,1.79,1.07,1.07,,,,,,30,3.0,27.0,75,45,45,0,1,42.0,42,3780,457,,,Crystal Palace,23,25.1,,1992-1993
630,,,,,0.79,2.0,1.9,1.12,1.21,,,,,,33,3.0,26.0,84,47,51,4,4,42.0,42,3780,462,,,Everton,26,27.9,,1992-1993
631,,,,,0.69,1.88,1.79,1.1,1.19,,,,,,29,1.0,31.0,79,46,50,4,5,42.0,42,3780,462,,,Ipswich Town,22,27.5,,1992-1993
632,,,,,0.83,2.14,2.02,1.19,1.31,,,,,,35,0.0,40.0,90,50,55,5,5,42.0,42,3780,461,,,Leeds United,30,27.0,,1992-1993
633,,,,,1.07,2.52,2.33,1.26,1.45,,,,,,45,3.0,26.0,106,53,61,8,9,42.0,42,3780,462,,,Liverpool,25,25.7,,1992-1993
634,,,,,1.0,2.26,2.19,1.19,1.26,,,,,,42,1.0,43.0,95,50,53,3,4,42.0,42,3780,461,,,Manchester City,23,26.3,,1992-1993
635,,,,,0.83,2.4,2.36,1.52,1.57,,,,,,35,0.0,28.0,101,64,66,2,2,42.0,42,3780,461,,,Manchester Utd,20,26.6,,1992-1993
636,,,,,0.93,2.1,2.07,1.14,1.17,,,,,,39,2.0,42.0,88,48,49,1,2,42.0,42,3780,468,,,Middlesbrough,26,26.6,,1992-1993
637,,,,,1.02,2.4,2.33,1.31,1.38,,,,,,43,0.0,19.0,101,55,58,3,4,42.0,42,3780,455,,,Norwich City,20,26.4,,1992-1993
638,,,,,0.71,1.69,1.6,0.88,0.98,,,,,,30,1.0,22.0,71,37,41,4,5,42.0,42,3780,458,,,Nott'ham Forest,23,25.1,,1992-1993
639,,,,,1.0,2.45,2.43,1.43,1.45,,,,,,42,0.0,35.0,103,60,61,1,2,42.0,42,3780,466,,,Oldham Athletic,24,25.5,,1992-1993
640,,,,,1.07,2.52,2.45,1.38,1.45,,,,,,45,0.0,30.0,106,58,61,3,4,42.0,42,3780,455,,,QPR,23,26.6,,1992-1993
641,,,,,0.86,2.05,2.02,1.17,1.19,,,,,,36,4.0,53.0,86,49,50,1,2,42.0,42,3780,440,,,Sheffield Utd,23,25.8,,1992-1993
642,,,,,0.95,2.24,2.17,1.21,1.29,,,,,,40,1.0,31.0,94,51,54,3,3,42.0,42,3780,463,,,Sheffield Weds,25,27.8,,1992-1993
643,,,,,0.9,2.19,2.14,1.24,1.29,,,,,,38,3.0,51.0,92,52,54,2,2,42.0,42,3780,455,,,Southampton,25,26.3,,1992-1993
644,,,,,0.79,2.17,2.17,1.38,1.38,,,,,,33,1.0,36.0,91,58,58,0,0,42.0,42,3780,454,,,Tottenham,31,24.9,,1992-1993
645,,,,,0.95,2.24,2.19,1.24,1.29,,,,,,40,3.0,48.0,94,52,54,2,3,42.0,42,3780,452,,,Wimbledon,27,25.9,,1992-1993
